_id,Card Name,Mana Cost,Converted Mana Cost,Card Type,Card Text,Flavor Text,Set,Other Sets,Rarity,Card Number,Artist,Community Rating,Number of Voters,Image URL
601f0ad3a21962abbfd201d4,Agent of Horizons,2 Green ,3,Creature — Human Rogue,"2 Blue : Agent of Horizons can't be blocked this turn. ","The light in the woods just before dawn reveals a glimmering network of branches, roots, and spiderwebs. The acolytes of Kruphix walk this lattice unseen.",Theros,false,Common,148,Clint Cearley,2.968,47,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373712&type=card
601f0ad4a21962abbfd201d5,Agent of Masks,3 White Black ,5,Creature — Human Advisor,"At the beginning of your upkeep, each opponent loses 1 life. You gain life equal to the life lost this way. ","""Two-faced"" is an understatement.",Modern Masters 2017 Edition,"Guildpact (Uncommon) , Modern Masters 2017 Edition (Uncommon) , ",Uncommon,149,Allen Williams,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=425974&type=card
601f0ad6a21962abbfd201d6,Agent of Shauku,1 Black ,2,Creature - Mercenary,"o1oB, Sacrifice a land: Target creature gets +2/+0 until end of turn. ","""Go ahead. Take it. You'll be so very powerful . . . and what harm can it do?""",Prophecy,false,Common,55,Donato Giancola,2.23,50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=24601&type=card
601f0ad7a21962abbfd201d7,Agent of Stromgald,Red ,1,Summon - Knight,oR: Add oB to your mana pool. Play this ability as an interrupt. ,"""The Order of Stromgald spreads its poisonous lies from within Varchild's troops, and still she sees only visions of conquest.""",Alliances,false,Common,-1,Alan Rabinowitz,3.737,38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3159&type=card
601f0ad8a21962abbfd201d8,Agent of the Fates,1 Black Black ,3,Creature — Human Assassin,"Deathtouch Heroic — Whenever you cast a spell that targets Agent of the Fates, each opponent sacrifices a creature. ","""You are breathing borrowed air.""",Theros,false,Rare,76,Matt Stewart,3.581,118,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=373543&type=card
601f0ad9a21962abbfd201d9,Agent of Treachery,5 Blue Blue ,7,Creature — Human Rogue,"When Agent of Treachery enters the battlefield, gain control of target permanent. At the beginning of your end step, if you control three or more permanents you don't own, draw three cards. ","""The more secrets you have, the more easily you become my pawn.""",Core Set 2020,false,Rare,43,Igor Kieryluk,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466797&type=card
601f0adba21962abbfd201da,Aggravate,3 Red Red ,5,Instant,Aggravate deals 1 damage to each creature target player controls. Each creature dealt damage this way attacks this turn if able. ,"""Barbarians! They burned my favorite chair! We'll kill them all!""",Avacyn Restored,false,Uncommon,125,Matt Stewart,2.25,44,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=275707&type=card
601f0adda21962abbfd201db,Aggravated Assault,2 Red ,3,Enchantment,"3 Red Red : Untap all creatures you control. After this main phase, there is an additional combat phase followed by an additional main phase. Activate this ability only any time you could cast a sorcery. ",false,Explorers of Ixalan,"Onslaught (Rare) , Masterpiece Series: Amonkhet Invocations (Special) , Explorers of Ixalan (Rare) , ",Rare,25,Greg Staples,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=439367&type=card
601f0adea21962abbfd201dc,Aggression,2 Red ,3,Enchant Creature,"Target non-wall creature gains first strike and trample. At the end of its controller's turn, destroy that creature if it did not attack that turn. ",The star that burns twice as bright burns half as long.,Ice Age,false,Uncommon,-1,Rick Emond,2.961,38,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=2605&type=card
601f0adfa21962abbfd201dd,Aggressive Crag,false,-1,Land,"At the beginning of your combat step, tap CARDNAME. Tap Red White : Add or . ",false,Mystery Booster,false,Common,112,Demitrios Feredinos,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=476242&type=card
601f0ae0a21962abbfd201de,Aggressive Instinct,1 Green ,2,Sorcery,"Target creature you control deals damage equal to its power to target creature you don't control. ","""Mowu was wary that day, as though he sensed the danger ahead.""",Global Series: Jiang Yanggu and Mu Yanling,false,Common,34,Wolk Sheep,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447082&type=card
601f0ae1a21962abbfd201df,Aggressive Mammoth,3 Green Green Green ,6,Creature — Elephant,"Trample <i>(This creature can deal excess combat damage to the player or planeswalker it's attacking.)</i> Other creatures you control have trample. ","""Approach from behind. That way, if it does charge, at least you aren't in front of it.""",Core Set 2020,"Core Set 2019 (Rare) , Core Set 2020 (Rare) , ",Rare,337,Filip Burburan,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=469890&type=card
601f0ae2a21962abbfd201e0,Aggressive Mining,3 Red ,4,Enchantment,"You can't play lands. Sacrifice a land: Draw two cards. Activate this ability only once each turn. ",Designed by Markus Persson,Magic 2015 Core Set,false,Rare,127,Franz Vohwinkel,2.636,11,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=383179&type=card
601f0ae4a21962abbfd201e1,Aggressive Urge,1 Green ,2,Instant,Target creature gets +1/+1 until end of turn. Draw a card. ,"The power of the wild, concentrated in a single charge.",Jumpstart,"Invasion (Common) , Tenth Edition (Common) , Rivals of Ixalan (Common) , Jumpstart (Common) , ",Common,374,Christopher Moeller,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489357&type=card
601f0ae5a21962abbfd201e2,Agility,1 Red ,2,Enchant Creature,"Enchanted creature gets +1/+1 and gains flanking (whenever a creature without flanking is assigned to block this creature, the blocking creature gets -1/-1 until end of turn). ",false,Mirage,false,Common,-1,Drew Tucker,3.586,35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=3425&type=card
601f0ae6a21962abbfd201e3,Agitator Ant,2 Red ,3,Creature — Insect,"At the beginning of your end step, each player may put two +1/+1 counters on a creature they control. Goad each creature that had counters put on it this way. <i>(Until your next turn, those creatures attack each combat if able and attack a player other than you if able.)</i> ",false,Ikoria Commander,false,Rare,49,Igor Kieryluk,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=484896&type=card
601f0ae7a21962abbfd201e4,Agonizing Demise,3 Black ,4,Instant,"1 Red 1 Red Kicker (You may pay an additional as you cast this spell.) Destroy target nonblack creature. It can't be regenerated. If Agonizing Demise was kicked, it deals damage equal to that creature's power to the creature's controller. ",false,Duel Decks: Ajani vs. Nicol Bolas,"Invasion (Common) , Duel Decks: Ajani vs. Nicol Bolas (Common) , ",Common,66,Mark Brill,3.524,21,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=259268&type=card
601f0ae8a21962abbfd201e5,Agonizing Memories,2 Black Black ,4,Sorcery,"Look at target player's hand and choose two cards from it. Put them on top of that player's library in any order. ","In the aftermath of war, when the slaying is long done, the greatest miseries come home to roost.",Tenth Edition,"Classic Sixth Edition (Uncommon) , Seventh Edition (Uncommon) , Weatherlight (Uncommon) , Tenth Edition (Uncommon) , ",Uncommon,126,Adam Rex,3.39,50,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=135228&type=card
601f0aeaa21962abbfd201e6,Agonizing Remorse,1 Black ,2,Sorcery,Target opponent reveals their hand. You choose a nonland card from it or a card from their graveyard. Exile that card. You lose 1 life. ,"The sharp memory of Daxos's death stabbed into Elspeth's soul.",Theros Beyond Death,false,Uncommon,83,Wisnu Tan,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=476334&type=card
601f0aeba21962abbfd201e7,Agonizing Syphon,3 Black ,4,Sorcery,Agonizing Syphon deals 3 damage to any target and you gain 3 life. ,"""Your death will take a mere moment, but it will feel like an eternity.""",Jumpstart,"Core Set 2020 (Common) , Jumpstart (Common) , ",Common,199,Seb McKinnon,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489205&type=card
601f0aeca21962abbfd201e8,Agony Warp,Blue Black ,2,Instant,Target creature gets -3/-0 until end of turn. Target creature gets -0/-3 until end of turn. ,"Life's circle has become inverted in Grixis. The same energy is endlessly recycled and becomes more stagnant with each pass.",Modern Masters 2017 Edition,"Shards of Alara (Common) , Archenemy (Common) , Modern Masters 2015 Edition (Uncommon) , Modern Masters 2017 Edition (Common) , ",Common,150,Dave Allsop,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=425975&type=card
601f0aeda21962abbfd201e9,Agoraphobia,1 Blue ,2,Enchantment — Aura,"Enchant creature Enchanted creature gets -5/-0. 2 Blue : Return Agoraphobia to its owner's hand. ","""Everyone in this city is choosing sides. I choose inside.""",Duel Decks: Jace vs. Vraska,"Gatecrash (Uncommon) , Duel Decks: Jace vs. Vraska (Uncommon) , ",Uncommon,22,Jim Murray,3.5,9,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380253&type=card
601f0aefa21962abbfd201ea,"Agrus Kos, Wojek Veteran",3 Red White ,5,Legendary Creature — Human Soldier,"Whenever Agrus Kos, Wojek Veteran attacks, attacking red creatures get +2/+0 and attacking white creatures get +0/+2 until end of turn. ",Lieutenant Kos has never met a group of recruits he could not inspire or a mob he could not quell.,Guild Kit: Boros,"Ravnica: City of Guilds (Rare) , Guild Kit: Boros (Rare) , ",Rare,83,Donato Giancola,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=455760&type=card
601f0af0a21962abbfd201eb,Ahn-Crop Champion,2 Green White ,4,Creature - Human Warrior,"You may exert Ahn-Crop Champion as it attacks. When you do, untap all other creatures you control. (An exerted creature won't untap during your next untap step.) ","""The Second Sun nears its destination! Let it light the way to ours!""",Amonkhet,false,Uncommon,194,Craig J Spearing,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426896&type=card
601f0af1a21962abbfd201ec,Ahn-Crop Crasher,2 Red ,3,Creature - Minotaur Warrior,"Haste You may exert Ahn-Crop Crasher as it attacks. When you do, target creature can't block this turn. (An exerted creature won't untap during your next untap step.) ","""Hesitation breeds dissension. To be worthy of the next life, you must never look back.""",Amonkhet,false,Uncommon,117,Seb McKinnon,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=426819&type=card
601f0af3a21962abbfd201ed,Ahn-Crop Invader,2 Red ,3,Creature — Zombie Minotaur Warrior,"As long as it's your turn, Ahn-Crop Invader has first strike. 1 , Sacrifice another creature: Ahn-Crop Invader gets +2/+0 until end of turn. ","""Give me a crew like this one and I'd rule any sea I sailed.""",War of the Spark,false,Common,113,Tomasz Jedruszek,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=461040&type=card
601f0af4a21962abbfd201ee,Aid from the Cowl,3 Green Green ,5,Enchantment,"Revolt — At the beginning of your end step, if a permanent you controlled left the battlefield this turn, reveal the top card of your library. If it's a permanent card, you may put it onto the battlefield. Otherwise, you may put it on the bottom of your library. ",false,Aether Revolt,false,Rare,105,Viktor Titov,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423772&type=card
601f0af5a21962abbfd201ef,Aid the Fallen,1 Black ,2,Sorcery,Choose one or both — • Return target creature card from your graveyard to your hand. • Return target planeswalker card from your graveyard to your hand. ,"""I never liked you. Now get up—we have a fight to finish.""",War of the Spark,false,Common,76,Sara Winters,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=461003&type=card
601f0af6a21962abbfd201f0,Aim High,1 Green ,2,Instant,Untap target creature. It gets +2/+2 and gains reach until end of turn. (It can block creatures with flying.) ,"""A slayer gets by on wits and reflexes.""",Battlebond,"Shadows over Innistrad (Common) , Battlebond (Uncommon) , ",Uncommon,189,Steve Prescott,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=446157&type=card
601f0af8a21962abbfd201f1,Ainok Artillerist,2 Green ,3,Creature — Hound Archer,Ainok Artillerist has reach as long as it has a +1/+1 counter on it. (It can block creatures with flying.) ,"""In the Tarkir I once knew, the Abzan revered their ancestor trees. Now, as Dromoka, they cut their finest groves to make weapons.""",Dragons of Tarkir,false,Common,171,James Paick,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394487&type=card
601f0af9a21962abbfd201f2,Ainok Bond-Kin,1 White ,2,Creature — Hound Soldier,"1 White 1 White Tap Outlast (, : Put a +1/+1 counter on this creature. Outlast only as a sorcery.) Each creature you control with a +1/+1 counter on it has first strike. ","""Hold the line, for family and the fallen!""",Iconic Masters,"Khans of Tarkir (Common) , Iconic Masters (Common) , ",Common,4,Chris Rahn,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=438570&type=card
601f0afaa21962abbfd201f3,Ainok Guide,1 Green ,2,Creature — Hound Scout,"When Ainok Guide enters the battlefield, choose one — • Put a +1/+1 counter on Ainok Guide. • Search your library for a basic land card, reveal it, then shuffle your library and put that card on top of it. ",false,Fate Reforged,false,Common,121,Lucas Graciano,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=391786&type=card
601f0afba21962abbfd201f4,Ainok Survivalist,1 Green ,2,Creature — Hound Shaman,"1 Green 3 Megamorph <i>(You may cast this card face down as a 2/2 creature for . Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.)</i> When Ainok Survivalist is turned face up, destroy target artifact or enchantment an opponent controls. ",false,Commander 2019,"Dragons of Tarkir (Uncommon) , Masters 25 (Common) , Commander 2019 (Common) , ",Common,156,Craig J Spearing,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=470702&type=card
601f0afda21962abbfd201f5,Ainok Tracker,5 Red ,6,Creature — Hound Scout,First strike 4 Red 3 Morph (You may cast this card face down as a 2/2 creature for . Turn it face up any time for its morph cost.) ,"""The ainok are wild dogs, not fit to join us around the fire.""","Ugin's Fate promos","Khans of Tarkir (Common) , Ugin's Fate promos (Common) , ",Common,96,Evan Shipard,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=394065&type=card
601f0afea21962abbfd201f6,Air Bladder,Blue ,1,Enchant Creature,Enchanted creature has flying. Enchanted creature can block only creatures with flying. ,Random mutations among Rootwater merfolk were common—and disturbing.,Nemesis,false,Common,28,Donato Giancola,1.432,59,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=22377&type=card
601f0affa21962abbfd201f7,Air Elemental,3 Blue Blue ,5,Creature — Elemental,Flying ,"As the ship approached, the jade totem rose high overhead. Power rippled. Eyes of stone glowed and crackled. Out hissed a breath of the world, and a windstorm came alive.",Core Set 2020,"Limited Edition Alpha (Uncommon) , Limited Edition Beta (Uncommon) , Unlimited Edition (Uncommon) , Revised Edition (Uncommon) , Fourth Edition (Uncommon) , Fifth Edition (Uncommon) , Classic Sixth Edition (Uncommon) , Seventh Edition (Uncommon) , Eighth Edition (Uncommon) , Ninth Edition (Uncommon) , Tenth Edition (Uncommon) , Starter 1999 (Uncommon) , Battle Royale Box Set (Uncommon) , Beatdown Box Set (Uncommon) , Portal Second Age (Uncommon) , Duel Decks: Jace vs. Chandra (Uncommon) , Magic 2010 (Uncommon) , Masters Edition IV (Uncommon) , Duel Decks Anthology, Jace vs. Chandra (Uncommon) , Welcome Deck 2017 (Uncommon) , Ixalan (Uncommon) , Core Set 2019 (Uncommon) , Game Night (Uncommon) , Core Set 2020 (Uncommon) , ",Uncommon,44,Tomasz Jedruszek,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466798&type=card
601f0b01a21962abbfd201f8,Air Servant,4 Blue ,5,Creature — Elemental,"Flying (This creature can't be blocked except by creatures with flying or reach.) 2 Blue : Tap target creature with flying. ","Wind is forceful, yet ephemeral. It can knock a dragon out of the sky, yet pass through the smallest crack unhindered.",Welcome Deck 2016,"Magic 2011 (Uncommon) , Magic 2014 Core Set (Uncommon) , Magic: The Gathering—Conspiracy (Uncommon) , Modern Masters 2015 Edition (Uncommon) , Welcome Deck 2016 (Uncommon) , ",Uncommon,4,Lars Grant-West,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=413370&type=card
601f0b02a21962abbfd201f9,Airborne Aid,3 Blue ,4,Sorcery,Draw a card for each Bird in play. ,"""We help our Southern Order comrades as much as we can. But the Cabal's insidious influence spreads, dividing our forces and leaving new arrivals to fend for themselves.""",Onslaught,false,Common,62,Bradley Williams,2.905,42,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=39889&type=card
601f0b03a21962abbfd201fa,Airdrop Aeronauts,3 White White ,5,Creature — Dwarf Scout,"Flying Revolt — When Airdrop Aeronauts enters the battlefield, if a permanent you controlled left the battlefield this turn, you gain 5 life. ","""Supplies inbound. Keep that pressure on.""",Aether Revolt,false,Uncommon,5,Greg Opalinski,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=423672&type=card
601f0b04a21962abbfd201fb,Airdrop Condor,4 Red ,5,Creature - Bird,"Flying o1oR, Sacrifice a Goblin: Airdrop Condor deals damage equal to the sacrificed Goblin's power to target creature or player. ","It has two kinds of droppings, neither of which is particularly pleasant.",Onslaught,false,Uncommon,186,Glen Angus,2.519,26,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=39755&type=card
601f0b05a21962abbfd201fc,Aisling Leprechaun,Green ,1,Summon - Faerie,"All creatures that block or are blocked by Leprechaun become green creatures. Use counters to indicate changed creatures. Cost to tap, maintain, or use a special ability of target creature remains entirely unchanged. ",false,Legends,false,Common,-1,Quinton Hoover,2.622,49,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=1513&type=card
601f0b07a21962abbfd201fd,Ajani Goldmane,2 White White ,4,Planeswalker — Ajani,"+1: You gain 2 life. -1: Put a +1/+1 counter on each creature you control. Those creatures gain vigilance until end of turn. -6: Put a white Avatar creature token onto the battlefield. It has ""This creature's power and toughness are each equal to your life total."" ",false,Magic 2011,"Lorwyn (Rare) , Magic 2010 (Mythic Rare) , Magic 2011 (Mythic Rare) , ",Mythic Rare,1,Aleksi Briclot,3.806,237,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=205957&type=card
601f0b08a21962abbfd201fe,Ajani Steadfast,3 White ,4,Legendary Planeswalker — Ajani,"+1: Until end of turn, up to one target creature gets +1/+1 and gains first strike, vigilance, and lifelink. −2: Put a +1/+1 counter on each creature you control and a loyalty counter on each other planeswalker you control. −7: You get an emblem with ""If a source would deal damage to you or a planeswalker you control, prevent all but 1 of that damage."" ",false,Secret Lair Drop,"Magic 2015 Core Set (Mythic Rare) , Secret Lair Drop (Mythic Rare) , ",Mythic Rare,87,David Rapoza,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=485311&type=card
601f0b09a21962abbfd201ff,Ajani Unyielding,4 Green White ,6,Legendary Planeswalker — Ajani,+2: Reveal the top three cards of your library. Put all nonland permanent cards revealed this way into your hand and the rest on the bottom of your library in any order. −2: Exile target creature. Its controller gains life equal to its power. −9: Put five +1/+1 counters on each creature you control and five loyalty counters on each other planeswalker you control. ,false,Ikoria Commander,"Aether Revolt (Mythic Rare) , Ikoria Commander (Mythic Rare) , ",Mythic Rare,201,Kieran Yanner,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=482829&type=card
601f0b0aa21962abbfd20200,Ajani Vengeant,2 Red White ,4,Planeswalker — Ajani,"+1: Target permanent doesn't untap during its controller's next untap step. -2: Ajani Vengeant deals 3 damage to target creature or player and you gain 3 life. -7: Destroy all lands target player controls. ",false,Duel Decks: Ajani vs. Nicol Bolas,"Shards of Alara (Mythic Rare) , Duel Decks: Ajani vs. Nicol Bolas (Mythic Rare) , ",Mythic Rare,1,Izzy,4.042,154,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=266299&type=card
601f0b0ca21962abbfd20201,"Ajani, Adversary of Tyrants",2 White White ,4,Legendary Planeswalker — Ajani,"+1: Put a +1/+1 counter on each of up to two target creatures. −2: Return target creature card with converted mana cost 2 or less from your graveyard to the battlefield. −7: You get an emblem with ""At the beginning of your end step, create three 1/1 white Cat creature tokens with lifelink."" ",false,Core Set 2019,false,Mythic Rare,3,Victor Adame Minguez,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447139&type=card
601f0b0ea21962abbfd20202,"Ajani, Caller of the Pride",1 White White ,3,Planeswalker — Ajani,"+1: Put a +1/+1 counter on up to one target creature.-3: Target creature gains flying and double strike until end of turn.-8: Put X 2/2 white Cat creature tokens onto the battlefield, where X is your life total. ",false,Magic 2014 Core Set,"Magic 2013 (Mythic Rare) , Magic 2014 Core Set (Mythic Rare) , ",Mythic Rare,1,D. Alexander Gregory,3.717,83,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=370680&type=card
601f0b10a21962abbfd20203,"Ajani, Inspiring Leader",4 White White ,6,Legendary Planeswalker — Ajani,+2: You gain 2 life. Put two +1/+1 counters on up to one target creature. −3: Exile target creature. Its controller gains 2 life. −10: Creatures you control gain flying and double strike until end of turn. ,false,Core Set 2020,false,Mythic Rare,282,Yongjae Choi,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=469835&type=card
601f0b11a21962abbfd20204,"Ajani, Mentor of Heroes",3 Green White ,5,Legendary Planeswalker — Ajani,"+1: Distribute three +1/+1 counters among one, two, or three target creatures you control. +1: Look at the top four cards of your library. You may reveal an Aura, creature, or planeswalker card from among them and put it into your hand. Put the rest on the bottom of your library in any order. −8: You gain 100 life. ",false,Ravnica Allegiance Mythic Edition,"Journey into Nyx (Mythic Rare) , Ravnica Allegiance Mythic Edition (Mythic Rare) , ",Mythic Rare,5,Bram Sels,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=460126&type=card
601f0b12a21962abbfd20205,"Ajani, Strength of the Pride",2 White White ,4,Legendary Planeswalker — Ajani,"+1: You gain life equal to the number of creatures you control plus the number of planeswalkers you control. −2: Create a 2/2 white Cat Soldier creature token named Ajani's Pridemate with ""Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate."" 0: If you have at least 15 life more than your starting life total, exile Ajani, Strength of the Pride and each artifact and creature your opponents control. ",false,Core Set 2020,false,Mythic Rare,2,Chris Rallis,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=466756&type=card
601f0b13a21962abbfd20206,"Ajani, the Greathearted",2 Green White ,4,Legendary Planeswalker — Ajani,Creatures you control have vigilance. +1: You gain 3 life. −2: Put a +1/+1 counter on each creature you control and a loyalty counter on each other planeswalker you control. ,false,War of the Spark,false,Rare,184,Victor Adame Minguez,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=461111&type=card
601f0b14a21962abbfd20207,"Ajani, Valiant Protector",4 Green White ,6,Planeswalker — Ajani,"+2: Put two +1/+1 counters on up to one target creature. +1: Reveal cards from the top of your library until you reveal a creature card. Put that card into your hand and the rest on the bottom of your library in a random order. −11: Put X +1/+1 counters on target creature, where X is your life total. That creature gains trample until end of turn. ",false,Aether Revolt,false,Mythic Rare,185,Anna Steinbauer,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=425692&type=card
601f0b15a21962abbfd20208,"Ajani, Wise Counselor",3 White White ,5,Legendary Planeswalker — Ajani,"+2: You gain 1 life for each creature you control. −3: Creatures you control get +2/+2 until end of turn. −9: Put X +1/+1 counters on target creature, where X is your life total. ",false,Core Set 2019,false,Mythic Rare,281,Eric Deschamps,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=450228&type=card
601f0b17a21962abbfd20209,"Ajani's Aid",2 Green White ,4,Enchantment,"When Ajani's Aid enters the battlefield, you may search your library and/or graveyard for a card named Ajani, Valiant Protector, reveal it, and put it into your hand. If you search your library this way, shuffle it. Sacrifice Ajani's Aid: Prevent all combat damage a creature of your choice would deal this turn. ",false,Aether Revolt,false,Rare,188,Terese Nielsen,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=425695&type=card
601f0b18a21962abbfd2020a,"Ajani's Chosen",2 White White ,4,Creature — Cat Soldier,"Whenever an enchantment enters the battlefield under your control, create a 2/2 white Cat creature token. If that enchantment is an Aura, you may attach it to the token. ","""United, our roar will level mountains.""",Jumpstart,"Magic 2014 Core Set (Rare) , Commander 2015 (Rare) , Commander 2018 (Rare) , Jumpstart (Rare) , ",Rare,82,Wayne Reynolds,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=489566&type=card
601f0b19a21962abbfd2020b,"Ajani's Comrade",1 Green ,2,Creature — Elf Soldier,"Trample At the beginning of combat on your turn, if you control an Ajani planeswalker, put a +1/+1 counter on Ajani's Comrade. ","""I will go where the lion-man leads.""",Aether Revolt,false,Uncommon,187,James Ryman,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=425694&type=card
601f0b1aa21962abbfd2020c,"Ajani's Influence",2 White White ,4,Sorcery,Put two +1/+1 counters on target creature. Look at the top five cards of your library. You may reveal a white card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. ,false,Core Set 2019,false,Rare,282,Sidharth Chaturvedi,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=450229&type=card
601f0b1ba21962abbfd2020d,"Ajani's Last Stand",2 White White ,4,Enchantment,"Whenever a creature or planeswalker you control dies, you may sacrifice Ajani's Last Stand. If you do, create a 4/4 white Avatar creature token with flying. When a spell or ability an opponent controls causes you to discard this card, if you control a Plains, create a 4/4 white Avatar creature token with flying. ",false,Core Set 2019,false,Rare,4,Slawomir Maniak,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447140&type=card
601f0b1da21962abbfd2020e,"Ajani's Mantra",1 White ,2,Enchantment,"At the beginning of your upkeep, you may gain 1 life. ","""He hasn't returned to the Cloud Forest. But I can still sense his calming presence.""",Duel Decks: Ajani vs. Nicol Bolas,"Magic 2011 (Common) , Duel Decks: Ajani vs. Nicol Bolas (Common) , ",Common,22,James Paick,2.871,35,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=249398&type=card
601f0b25a21962abbfd2020f,"Ajani's Presence",White ,1,Instant,"2 White Strive — Ajani's Presence costs more to cast for each target beyond the first. Any number of target creatures each get +1/+1 and gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.) ",false,Journey into Nyx,false,Common,2,Raymond Swanland,3.603,29,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=380368&type=card
601f0b27a21962abbfd20210,"Ajani's Pridemate",1 White ,2,Creature — Cat Soldier,"Whenever you gain life, put a +1/+1 counter on Ajani's Pridemate. ","Planeswalkers conjured replicas of old allies, reminders of the homeworlds that would fall next if Bolas prevailed.",War of the Spark,"Magic 2011 (Uncommon) , Duel Decks: Ajani vs. Nicol Bolas (Uncommon) , Commander 2013 Edition (Uncommon) , Magic 2015 Core Set (Uncommon) , Iconic Masters (Uncommon) , Core Set 2019 (Uncommon) , War of the Spark (Uncommon) , ",Uncommon,4,Sidharth Chaturvedi,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=460931&type=card
601f0b2aa21962abbfd20211,"Ajani's Sunstriker",White White ,2,Creature — Cat Cleric,Lifelink (Damage dealt by this creature also causes you to gain that much life.) ,"""Ajani goes where he is needed most and in his name we keep his lands safe.""",Magic: The Gathering—Conspiracy,"Magic 2013 (Common) , Magic: The Gathering—Conspiracy (Common) , ",Common,66,Matt Stewart,3.375,8,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=382211&type=card
601f0b2ba21962abbfd20212,"Ajani's Welcome",White ,1,Enchantment,"Whenever a creature enters the battlefield under your control, you gain 1 life. ","""You cannot defend others if your own well-being is neglected.""",Core Set 2019,false,Uncommon,6,Eric Deschamps,5,0,https://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=447142&type=card
